validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,ad97eddb8ea1,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-184.162170410156> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ae6a38f8f30d,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-32.2239379882812> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,aed964dc004a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-126.854736328125> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b10290f78241,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-113.183288574219> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b1e0060fcbca,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-15.4049682617188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b2a8e85dd9a3,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-279.699157714844> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b3009c207ca0,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-117.217956542969> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b32b0626749a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-15.0381469726562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b33bc9095508,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-115.043029785156> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b4721a85542a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-116.330810546875> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b48a0bf85ff4,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-22.3579711914062> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b6b759f7c370,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-34.8917846679688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b74146a3a4a5,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-41.0822143554688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b814d1011bd8,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-89.4923706054688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,b9b8799821c5,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-33.5358276367188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,ba0debbcabee,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-10.2101440429688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,bbcccbc28946,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-118.852478027344> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,bc2e7e716aea,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-10.9485473632812> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,bcc245eb4dc6,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-88.3643188476562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,c395f3943b7d,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-235.126586914062> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,c66287b7a98b,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.5309448242188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,c90ef464fcd2,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-90.1375732421875> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,cb1b06b87e20,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.6159057617188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,cb86c2cca03f,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-39.3064575195312> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,cd766c4551d0,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.8233032226562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,d129bad82d01,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-60.8021850585938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,d562b17d5cea,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-189.791320800781> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,d81bf01eef8d,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-149.932067871094> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,d9b77f8566ef,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-131.033264160156> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,d9c75cccd6d7,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-128.989685058594> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,da8bc69b5249,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-89.3353881835938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,dafbb8981152,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-113.263732910156> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,db8bc544eef8,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-302.303588867188> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,dbb7f6b3cb56,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-25.9942626953125> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,dc85061e1574,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-125.520812988281> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,dcb8e969b6fe,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-40.8231201171875> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,dcbcd1190f09,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-101.874877929688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,de46217e2107,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-120.898742675781> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,de64f65c2a00,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-70.0411987304688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,e06f3ac95c2a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-12.3599243164062> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,e39fb0afba0e,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-156.109985351562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
