writer,sop_class,variant,variant_title,validator,message_class_id,message_template,severity_as_emitted,sop_instance_uid,not_applicable,not_applicable_reason,validator_returncode,object_file
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,23621f00ac57,Warning - Dicom dataset contains retired attributes,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,e4c7fa2d56f7,Error - Missing attribute Type 2C Conditional Element=<Laterality> Module=<GeneralSeries>,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,d0b65619b767,Warning - Attribute is not present in standard DICOM IOD - (TAG) LO Data Set Subtype,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,49e18e26dc42,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Frame VOI LUT Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,095ddfcf33c6,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Value Transformation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,679be57db212,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Parametric Map Frame Type Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,93da22cb4196,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Real World Value Mapping Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,65ff79bb200f,Module <General> Tag (TAG) (Data Set Subtype) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,10,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V7.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dciodvfy,e4c7fa2d56f7,Error - Missing attribute Type 2C Conditional Element=<Laterality> Module=<GeneralSeries>,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dciodvfy,72bcbf706cc3,Warning - Unrecognized defined term <99COLOPHON> for value 1 of attribute <Coding Scheme Designator>,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,49e18e26dc42,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Frame VOI LUT Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,095ddfcf33c6,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Value Transformation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,679be57db212,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Parametric Map Frame Type Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,93da22cb4196,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Real World Value Mapping Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V8.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,6d68f2f84402,(TAG) ? - Warning - Private tag without owner,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,b903c91df2c4,(TAG) ? Error - Tag read failed - Implicit VR encoding even though supposed to be explicit,UNCLASSIFIED,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,00a696b66615,(TAG) ? - Error - Bad Value Length - not a multiple of 2 - VL is 0x7f14451b should be 0x7f14451c,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,eaf1dc000183,Error - Dicom dataset read failed,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,323af3b001a4,Error - MediaStorageSOPInstanceUID but missing SOPInstanceUID and not a directory,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,cb62c62d3021,Error - MediaStorageSOPClassUID but missing SOPClassUID and not a directory,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,41e32cbf96c8,Warning - Missing attribute or value that would be needed to build DICOMDIR - Patient ID,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,be7924fc3263,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study Date,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,4a71864409dc,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study Time,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,815f5dab3ba7,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,f5a58bfff5be,Warning - Missing attribute or value that would be needed to build DICOMDIR - Modality,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,48acb7fdcf5c,Warning - Missing attribute or value that would be needed to build DICOMDIR - Series Number,Warning,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,ead28f7dd7cc,Error - Information Object Not found,Error,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,49e18e26dc42,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Frame VOI LUT Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,095ddfcf33c6,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Value Transformation Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,679be57db212,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Parametric Map Frame Type Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,93da22cb4196,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Real World Value Mapping Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,Parametric Map,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.73303506265731479442453378102779013,False,,9,D:\Radiology\Colophon\_cache\fixture\variants\w1\parametric_map\V9.dcm
highdicom,TID 1500 SR,V0,baseline as emitted,dciodvfy,,,,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\w1\sr_tid1500.dcm
highdicom,TID 1500 SR,V0,baseline as emitted,dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,1,D:\Radiology\Colophon\_cache\fixture\w1\sr_tid1500.dcm
highdicom,TID 1500 SR,V0R,"round-trip control, pydicom read and re-save, no change",dciodvfy,,,,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V0R.dcm
highdicom,TID 1500 SR,V0R,"round-trip control, pydicom read and re-save, no change",dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V0R.dcm
highdicom,TID 1500 SR,V1,Standard Extended copy-forward of SliceThickness from the source CT,dciodvfy,4230d9c6882f,Warning - Attribute is not present in standard DICOM IOD - (TAG) DS Slice Thickness,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V1.dcm
highdicom,TID 1500 SR,V1,Standard Extended copy-forward of SliceThickness from the source CT,dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V1.dcm
highdicom,TID 1500 SR,V1,Standard Extended copy-forward of SliceThickness from the source CT,dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V1.dcm
highdicom,TID 1500 SR,V1,Standard Extended copy-forward of SliceThickness from the source CT,dicom-validator,9763a326fc23,Module <General> Tag (TAG) (Slice Thickness) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V1.dcm
highdicom,TID 1500 SR,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dciodvfy,,,,,True,"variant is defined on Segmentation functional groups and segment attributes, which this IOD does not carry",,
highdicom,TID 1500 SR,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,,,,,True,"variant is defined on Segmentation functional groups and segment attributes, which this IOD does not carry",,
highdicom,TID 1500 SR,V3,"zero-length Laterality (0020,0060)",dciodvfy,af33c3e4fdfc,Warning - Attribute is not present in standard DICOM IOD - (TAG) CS Laterality,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V3.dcm
highdicom,TID 1500 SR,V3,"zero-length Laterality (0020,0060)",dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V3.dcm
highdicom,TID 1500 SR,V3,"zero-length Laterality (0020,0060)",dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V3.dcm
highdicom,TID 1500 SR,V3,"zero-length Laterality (0020,0060)",dicom-validator,4832a6887069,Module <General> Tag (TAG) (Laterality) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V3.dcm
highdicom,TID 1500 SR,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dciodvfy,,,,,True,"variant is defined on Segmentation functional groups and segment attributes, which this IOD does not carry",,
highdicom,TID 1500 SR,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,,,,,True,"variant is defined on Segmentation functional groups and segment attributes, which this IOD does not carry",,
highdicom,TID 1500 SR,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dciodvfy,5f207d974291,Warning - Attribute is not present in standard DICOM IOD - (TAG) CS Body Part Examined,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V5.dcm
highdicom,TID 1500 SR,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V5.dcm
highdicom,TID 1500 SR,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V5.dcm
highdicom,TID 1500 SR,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,19a32e326bfb,Module <General> Tag (TAG) (Body Part Examined) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V5.dcm
highdicom,TID 1500 SR,V6,well-formed private block with one private attribute,dciodvfy,90bfbde4dc15,(TAG) ? - Warning - Unrecognized tag - assuming explicit value representation OK,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V6.dcm
highdicom,TID 1500 SR,V6,well-formed private block with one private attribute,dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V6.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,297db1719167,Warning - Retired attribute - (TAG) LO Data Set Subtype,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,23621f00ac57,Warning - Dicom dataset contains retired attributes,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,d0b65619b767,Warning - Attribute is not present in standard DICOM IOD - (TAG) LO Data Set Subtype,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,0,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,434c42b05bff,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Referenced SOP Sequence) Tag (TAG) (Referenced Segment Number) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
highdicom,TID 1500 SR,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,65ff79bb200f,Module <General> Tag (TAG) (Data Set Subtype) is unexpected,ERROR,1.2.826.0.1.3680043.10.511.3.30785313249044916261994808730043371,False,,2,D:\Radiology\Colophon\_cache\fixture\variants\w1\tid_1500_sr\V7.dcm
